"Ano","Parte atingida","Motivo/Situação","Qte Acidentes","Situação"
"2002","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Típico-Com Cat","1522","Com Cat Registrada"
"2002","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Trajeto-Com Cat","327","Com Cat Registrada"
"2002","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Doença do Trabalho-Com Cat","37","Com Cat Registrada"
"2002","Tronco, Parte Múltiplas","Típico-Com Cat","1760","Com Cat Registrada"
"2002","Tronco, Parte Múltiplas","Trajeto-Com Cat","518","Com Cat Registrada"
"2002","Tronco, Parte Múltiplas","Doença do Trabalho-Com Cat","78","Com Cat Registrada"
"2002","Tronco, não Informado","Típico-Com Cat","1124","Com Cat Registrada"
"2002","Tronco, não Informado","Trajeto-Com Cat","224","Com Cat Registrada"
"2002","Tronco, não Informado","Doença do Trabalho-Com Cat","38","Com Cat Registrada"
"2002","Perna (Entre O Tornozelo e a Pélvis)","Típico-Com Cat","7872","Com Cat Registrada"
"2002","Perna (Entre O Tornozelo e a Pélvis)","Trajeto-Com Cat","2323","Com Cat Registrada"
"2002","Perna (Entre O Tornozelo e a Pélvis)","Doença do Trabalho-Com Cat","61","Com Cat Registrada"
"2002","Coxa","Típico-Com Cat","1777","Com Cat Registrada"
"2002","Coxa","Trajeto-Com Cat","290","Com Cat Registrada"
"2002","Coxa","Doença do Trabalho-Com Cat","10","Com Cat Registrada"
"2002","Joelho","Típico-Com Cat","14396","Com Cat Registrada"
"2002","Joelho","Trajeto-Com Cat","3681","Com Cat Registrada"
"2002","Joelho","Doença do Trabalho-Com Cat","162","Com Cat Registrada"
"2002","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Típico-Com Cat","14729","Com Cat Registrada"
"2002","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Trajeto-Com Cat","4486","Com Cat Registrada"
"2002","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Doença do Trabalho-Com Cat","82","Com Cat Registrada"
"2002","Articulação do Tornozelo","Típico-Com Cat","5906","Com Cat Registrada"
"2002","Articulação do Tornozelo","Trajeto-Com Cat","2019","Com Cat Registrada"
"2002","Articulação do Tornozelo","Doença do Trabalho-Com Cat","43","Com Cat Registrada"
"2002","Pé (Exceto Artelhos)","Típico-Com Cat","27458","Com Cat Registrada"
"2002","Pé (Exceto Artelhos)","Trajeto-Com Cat","5030","Com Cat Registrada"
"2002","Pé (Exceto Artelhos)","Doença do Trabalho-Com Cat","107","Com Cat Registrada"
"2002","Artelho","Típico-Com Cat","887","Com Cat Registrada"
"2002","Artelho","Trajeto-Com Cat","76","Com Cat Registrada"
"2002","Artelho","Doença do Trabalho-Com Cat","8","Com Cat Registrada"
"2002","Membros Inferiores, Partes Múltiplas","Típico-Com Cat","2105","Com Cat Registrada"
"2002","Membros Inferiores, Partes Múltiplas","Trajeto-Com Cat","820","Com Cat Registrada"
"2002","Membros Inferiores, Partes Múltiplas","Doença do Trabalho-Com Cat","81","Com Cat Registrada"
"2002","Membros Inferiores, não Informado","Típico-Com Cat","1927","Com Cat Registrada"
"2002","Membros Inferiores, não Informado","Trajeto-Com Cat","652","Com Cat Registrada"
"2002","Membros Inferiores, não Informado","Doença do Trabalho-Com Cat","65","Com Cat Registrada"
"2002","Partes Múltiplas","Típico-Com Cat","4261","Com Cat Registrada"
"2002","Partes Múltiplas","Trajeto-Com Cat","2841","Com Cat Registrada"
"2002","Partes Múltiplas","Doença do Trabalho-Com Cat","276","Com Cat Registrada"
"2002","Sistemas e Aparelhos","Típico-Com Cat","214","Com Cat Registrada"
"2002","Sistemas e Aparelhos","Trajeto-Com Cat","66","Com Cat Registrada"
"2002","Sistemas e Aparelhos","Doença do Trabalho-Com Cat","75","Com Cat Registrada"
"2002","Aparelho Circulatório","Típico-Com Cat","71","Com Cat Registrada"
"2002","Aparelho Circulatório","Trajeto-Com Cat","8","Com Cat Registrada"
"2002","Aparelho Circulatório","Doença do Trabalho-Com Cat","100","Com Cat Registrada"
"2002","Aparelho Respiratório","Típico-Com Cat","541","Com Cat Registrada"
"2002","Aparelho Respiratório","Trajeto-Com Cat","20","Com Cat Registrada"
"2002","Aparelho Respiratório","Doença do Trabalho-Com Cat","210","Com Cat Registrada"
"2002","Sistema Nervoso","Típico-Com Cat","696","Com Cat Registrada"
"2002","Sistema Nervoso","Trajeto-Com Cat","36","Com Cat Registrada"
"2002","Sistema Nervoso","Doença do Trabalho-Com Cat","185","Com Cat Registrada"
"2002","Aparelho Digestivo","Típico-Com Cat","136","Com Cat Registrada"
"2002","Aparelho Digestivo","Trajeto-Com Cat","15","Com Cat Registrada"
"2002","Aparelho Digestivo","Doença do Trabalho-Com Cat","23","Com Cat Registrada"
"2002","Aparelho Gênito-Urinário","Típico-Com Cat","243","Com Cat Registrada"
"2002","Aparelho Gênito-Urinário","Trajeto-Com Cat","65","Com Cat Registrada"
"2002","Aparelho Gênito-Urinário","Doença do Trabalho-Com Cat","19","Com Cat Registrada"
"2002","Sistema Músculo-Esquelético","Típico-Com Cat","307","Com Cat Registrada"
"2002","Sistema Músculo-Esquelético","Trajeto-Com Cat","58","Com Cat Registrada"
"2002","Sistema Músculo-Esquelético","Doença do Trabalho-Com Cat","45","Com Cat Registrada"
"2002","Sistemas e Aparelhos, não Informado","Típico-Com Cat","164","Com Cat Registrada"
"2002","Sistemas e Aparelhos, não Informado","Trajeto-Com Cat","19","Com Cat Registrada"
"2002","Sistemas e Aparelhos, não Informado","Doença do Trabalho-Com Cat","75","Com Cat Registrada"
"2002","Parte do Corpo não Informada","Típico-Com Cat","2495","Com Cat Registrada"
"2002","Parte do Corpo não Informada","Trajeto-Com Cat","542","Com Cat Registrada"
"2002","Parte do Corpo não Informada","Doença do Trabalho-Com Cat","133","Com Cat Registrada"
"2003","Crânio (Inclusive Encéfalo)","Típico-Com Cat","804","Com Cat Registrada"
"2003","Crânio (Inclusive Encéfalo)","Trajeto-Com Cat","376","Com Cat Registrada"
"2003","Crânio (Inclusive Encéfalo)","Doença do Trabalho-Com Cat","10","Com Cat Registrada"
"2003","Ouvido (Externo, Médio, Interno, Audição e Eq","Típico-Com Cat","1675","Com Cat Registrada"
"2003","Ouvido (Externo, Médio, Interno, Audição e Eq","Trajeto-Com Cat","37","Com Cat Registrada"
"2003","Ouvido (Externo, Médio, Interno, Audição e Eq","Doença do Trabalho-Com Cat","3918","Com Cat Registrada"
"2003","Olho (Inclusive Nervo Ótico e Visão)","Típico-Com Cat","12850","Com Cat Registrada"
"2003","Olho (Inclusive Nervo Ótico e Visão)","Trajeto-Com Cat","301","Com Cat Registrada"
"2003","Olho (Inclusive Nervo Ótico e Visão)","Doença do Trabalho-Com Cat","52","Com Cat Registrada"
"2003","Nariz (Inclusive Fossas Nasais, Seios da Face","Típico-Com Cat","1086","Com Cat Registrada"
"2003","Nariz (Inclusive Fossas Nasais, Seios da Face","Trajeto-Com Cat","180","Com Cat Registrada"
"2003","Nariz (Inclusive Fossas Nasais, Seios da Face","Doença do Trabalho-Com Cat","23","Com Cat Registrada"
"2003","Boca (Inclusive Lábios, Dentes, Língua, Garga","Típico-Com Cat","1287","Com Cat Registrada"
"2003","Boca (Inclusive Lábios, Dentes, Língua, Garga","Trajeto-Com Cat","200","Com Cat Registrada"
"2003","Boca (Inclusive Lábios, Dentes, Língua, Garga","Doença do Trabalho-Com Cat","173","Com Cat Registrada"
"2003","Mandíbula (Inclusive Queixo)","Típico-Com Cat","410","Com Cat Registrada"
"2003","Mandíbula (Inclusive Queixo)","Trajeto-Com Cat","129","Com Cat Registrada"
"2003","Mandíbula (Inclusive Queixo)","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2003","Face, Partes Múltiplas","Típico-Com Cat","4506","Com Cat Registrada"
"2003","Face, Partes Múltiplas","Trajeto-Com Cat","910","Com Cat Registrada"
"2003","Face, Partes Múltiplas","Doença do Trabalho-Com Cat","35","Com Cat Registrada"
"2003","Cabeça, Partes Múltiplas","Típico-Com Cat","3736","Com Cat Registrada"
"2003","Cabeça, Partes Múltiplas","Trajeto-Com Cat","1666","Com Cat Registrada"
"2003","Cabeça, Partes Múltiplas","Doença do Trabalho-Com Cat","69","Com Cat Registrada"
"2003","Cabeça, não Informado","Típico-Com Cat","7703","Com Cat Registrada"
"2003","Cabeça, não Informado","Trajeto-Com Cat","1570","Com Cat Registrada"
"2003","Cabeça, não Informado","Doença do Trabalho-Com Cat","154","Com Cat Registrada"
"2003","Braço (Entre O Punho e O Ombro)","Típico-Com Cat","11893","Com Cat Registrada"
"2003","Braço (Entre O Punho e O Ombro)","Trajeto-Com Cat","2761","Com Cat Registrada"
"2003","Braço (Entre O Punho e O Ombro)","Doença do Trabalho-Com Cat","2973","Com Cat Registrada"
"2003","Braço (Acima do Cotovelo)","Típico-Com Cat","4893","Com Cat Registrada"
"2003","Braço (Acima do Cotovelo)","Trajeto-Com Cat","978","Com Cat Registrada"
"2003","Braço (Acima do Cotovelo)","Doença do Trabalho-Com Cat","463","Com Cat Registrada"
"2003","Pescoço","Típico-Com Cat","1150","Com Cat Registrada"
"2003","Pescoço","Trajeto-Com Cat","333","Com Cat Registrada"
"2003","Pescoço","Doença do Trabalho-Com Cat","50","Com Cat Registrada"
"2003","Cotovelo","Típico-Com Cat","2414","Com Cat Registrada"
"2003","Cotovelo","Trajeto-Com Cat","583","Com Cat Registrada"
"2003","Cotovelo","Doença do Trabalho-Com Cat","448","Com Cat Registrada"
"2003","Antebraço (Entre O Punho e O Cotovelo)","Típico-Com Cat","13182","Com Cat Registrada"
"2003","Antebraço (Entre O Punho e O Cotovelo)","Trajeto-Com Cat","2320","Com Cat Registrada"
"2003","Antebraço (Entre O Punho e O Cotovelo)","Doença do Trabalho-Com Cat","1591","Com Cat Registrada"
"2003","Punho","Típico-Com Cat","6076","Com Cat Registrada"
"2003","Punho","Trajeto-Com Cat","918","Com Cat Registrada"
"2003","Punho","Doença do Trabalho-Com Cat","1835","Com Cat Registrada"
"2003","Mão (Exceto Punho ou Dedos)","Típico-Com Cat","35149","Com Cat Registrada"
"2003","Mão (Exceto Punho ou Dedos)","Trajeto-Com Cat","2081","Com Cat Registrada"
"2003","Mão (Exceto Punho ou Dedos)","Doença do Trabalho-Com Cat","871","Com Cat Registrada"
"2003","Dedo","Típico-Com Cat","89428","Com Cat Registrada"
"2003","Dedo","Trajeto-Com Cat","2243","Com Cat Registrada"
"2003","Dedo","Doença do Trabalho-Com Cat","275","Com Cat Registrada"
"2003","Membros Superiores, Partes Múltiplas","Típico-Com Cat","2746","Com Cat Registrada"
"2003","Membros Superiores, Partes Múltiplas","Trajeto-Com Cat","798","Com Cat Registrada"
"2003","Membros Superiores, Partes Múltiplas","Doença do Trabalho-Com Cat","1542","Com Cat Registrada"
"2003","Membros Superiores, não Informado","Típico-Com Cat","2678","Com Cat Registrada"
"2003","Membros Superiores, não Informado","Trajeto-Com Cat","561","Com Cat Registrada"
"2003","Membros Superiores, não Informado","Doença do Trabalho-Com Cat","1851","Com Cat Registrada"
"2003","Ombro","Típico-Com Cat","7241","Com Cat Registrada"
"2003","Ombro","Trajeto-Com Cat","2321","Com Cat Registrada"
"2003","Ombro","Doença do Trabalho-Com Cat","2927","Com Cat Registrada"
"2003","Tórax (Inclusive Órgãos Internos)","Típico-Com Cat","3523","Com Cat Registrada"
"2003","Tórax (Inclusive Órgãos Internos)","Trajeto-Com Cat","824","Com Cat Registrada"
"2003","Tórax (Inclusive Órgãos Internos)","Doença do Trabalho-Com Cat","68","Com Cat Registrada"
"2003","Dorso (Inclusive Músculos Dorsais, Coluna e M","Típico-Com Cat","18280","Com Cat Registrada"
"2003","Dorso (Inclusive Músculos Dorsais, Coluna e M","Trajeto-Com Cat","1729","Com Cat Registrada"
"2003","Dorso (Inclusive Músculos Dorsais, Coluna e M","Doença do Trabalho-Com Cat","2309","Com Cat Registrada"
"2003","Abdome (Inclusive Órgãos Internos)","Típico-Com Cat","2422","Com Cat Registrada"
"2003","Abdome (Inclusive Órgãos Internos)","Trajeto-Com Cat","611","Com Cat Registrada"
"2003","Abdome (Inclusive Órgãos Internos)","Doença do Trabalho-Com Cat","172","Com Cat Registrada"
"2003","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Típico-Com Cat","1475","Com Cat Registrada"
"2003","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Trajeto-Com Cat","343","Com Cat Registrada"
"2003","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Doença do Trabalho-Com Cat","32","Com Cat Registrada"
"2003","Tronco, Parte Múltiplas","Típico-Com Cat","1542","Com Cat Registrada"
"2003","Tronco, Parte Múltiplas","Trajeto-Com Cat","505","Com Cat Registrada"
"2003","Tronco, Parte Múltiplas","Doença do Trabalho-Com Cat","69","Com Cat Registrada"
"2003","Tronco, não Informado","Típico-Com Cat","1053","Com Cat Registrada"
"2003","Tronco, não Informado","Trajeto-Com Cat","208","Com Cat Registrada"
"2003","Tronco, não Informado","Doença do Trabalho-Com Cat","33","Com Cat Registrada"
"2003","Perna (Entre O Tornozelo e a Pélvis)","Típico-Com Cat","8094","Com Cat Registrada"
"2003","Perna (Entre O Tornozelo e a Pélvis)","Trajeto-Com Cat","2380","Com Cat Registrada"
"2003","Perna (Entre O Tornozelo e a Pélvis)","Doença do Trabalho-Com Cat","74","Com Cat Registrada"
"2003","Coxa","Típico-Com Cat","1831","Com Cat Registrada"
"2003","Coxa","Trajeto-Com Cat","312","Com Cat Registrada"
"2003","Coxa","Doença do Trabalho-Com Cat","20","Com Cat Registrada"
"2003","Joelho","Típico-Com Cat","14800","Com Cat Registrada"
"2003","Joelho","Trajeto-Com Cat","3968","Com Cat Registrada"
"2003","Joelho","Doença do Trabalho-Com Cat","190","Com Cat Registrada"
"2003","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Típico-Com Cat","12492","Com Cat Registrada"
"2003","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Trajeto-Com Cat","3869","Com Cat Registrada"
"2003","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Doença do Trabalho-Com Cat","85","Com Cat Registrada"
"2003","Articulação do Tornozelo","Típico-Com Cat","8565","Com Cat Registrada"
"2003","Articulação do Tornozelo","Trajeto-Com Cat","3197","Com Cat Registrada"
"2003","Articulação do Tornozelo","Doença do Trabalho-Com Cat","43","Com Cat Registrada"
"2003","Pé (Exceto Artelhos)","Típico-Com Cat","25687","Com Cat Registrada"
"2003","Pé (Exceto Artelhos)","Trajeto-Com Cat","4617","Com Cat Registrada"
"2003","Pé (Exceto Artelhos)","Doença do Trabalho-Com Cat","120","Com Cat Registrada"
"2003","Artelho","Típico-Com Cat","1521","Com Cat Registrada"
"2003","Artelho","Trajeto-Com Cat","128","Com Cat Registrada"
"2003","Artelho","Doença do Trabalho-Com Cat","12","Com Cat Registrada"
"2003","Membros Inferiores, Partes Múltiplas","Típico-Com Cat","1992","Com Cat Registrada"
"2003","Membros Inferiores, Partes Múltiplas","Trajeto-Com Cat","810","Com Cat Registrada"
"2003","Membros Inferiores, Partes Múltiplas","Doença do Trabalho-Com Cat","83","Com Cat Registrada"
"2003","Membros Inferiores, não Informado","Típico-Com Cat","1772","Com Cat Registrada"
"2003","Membros Inferiores, não Informado","Trajeto-Com Cat","614","Com Cat Registrada"
"2003","Membros Inferiores, não Informado","Doença do Trabalho-Com Cat","65","Com Cat Registrada"
"2003","Partes Múltiplas","Típico-Com Cat","5178","Com Cat Registrada"
"2003","Partes Múltiplas","Trajeto-Com Cat","3729","Com Cat Registrada"
"2003","Partes Múltiplas","Doença do Trabalho-Com Cat","353","Com Cat Registrada"
"2003","Sistemas e Aparelhos","Típico-Com Cat","320","Com Cat Registrada"
"2003","Sistemas e Aparelhos","Trajeto-Com Cat","87","Com Cat Registrada"
"2003","Sistemas e Aparelhos","Doença do Trabalho-Com Cat","84","Com Cat Registrada"
"2003","Aparelho Circulatório","Típico-Com Cat","80","Com Cat Registrada"
"2003","Aparelho Circulatório","Trajeto-Com Cat","10","Com Cat Registrada"
"2003","Aparelho Circulatório","Doença do Trabalho-Com Cat","80","Com Cat Registrada"
"2003","Aparelho Respiratório","Típico-Com Cat","588","Com Cat Registrada"
"2003","Aparelho Respiratório","Trajeto-Com Cat","30","Com Cat Registrada"
"2003","Aparelho Respiratório","Doença do Trabalho-Com Cat","229","Com Cat Registrada"
"2003","Sistema Nervoso","Típico-Com Cat","1515","Com Cat Registrada"
"2003","Sistema Nervoso","Trajeto-Com Cat","67","Com Cat Registrada"
"2003","Sistema Nervoso","Doença do Trabalho-Com Cat","236","Com Cat Registrada"
"2003","Aparelho Digestivo","Típico-Com Cat","87","Com Cat Registrada"
"2003","Aparelho Digestivo","Trajeto-Com Cat","15","Com Cat Registrada"
"2003","Aparelho Digestivo","Doença do Trabalho-Com Cat","26","Com Cat Registrada"
"2003","Aparelho Gênito-Urinário","Típico-Com Cat","228","Com Cat Registrada"
"2003","Aparelho Gênito-Urinário","Trajeto-Com Cat","54","Com Cat Registrada"
"2003","Aparelho Gênito-Urinário","Doença do Trabalho-Com Cat","20","Com Cat Registrada"
"2003","Sistema Músculo-Esquelético","Típico-Com Cat","231","Com Cat Registrada"
"2003","Sistema Músculo-Esquelético","Trajeto-Com Cat","34","Com Cat Registrada"
"2003","Sistema Músculo-Esquelético","Doença do Trabalho-Com Cat","33","Com Cat Registrada"
"2003","Sistemas e Aparelhos, não Informado","Típico-Com Cat","251","Com Cat Registrada"
"2003","Sistemas e Aparelhos, não Informado","Trajeto-Com Cat","24","Com Cat Registrada"
"2003","Sistemas e Aparelhos, não Informado","Doença do Trabalho-Com Cat","91","Com Cat Registrada"
"2003","Parte do Corpo não Informada","Típico-Com Cat","1141","Com Cat Registrada"
"2003","Parte do Corpo não Informada","Trajeto-Com Cat","211","Com Cat Registrada"
"2003","Parte do Corpo não Informada","Doença do Trabalho-Com Cat","69","Com Cat Registrada"
"2003","Ignorada","Típico-Com Cat","2","Com Cat Registrada"
"2003","Ignorada","Trajeto-Com Cat","0","Com Cat Registrada"
"2003","Ignorada","Doença do Trabalho-Com Cat","0","Com Cat Registrada"
"2004","Crânio (Inclusive Encéfalo)","Típico-Com Cat","851","Com Cat Registrada"
"2004","Crânio (Inclusive Encéfalo)","Trajeto-Com Cat","490","Com Cat Registrada"
"2004","Crânio (Inclusive Encéfalo)","Doença do Trabalho-Com Cat","31","Com Cat Registrada"
"2004","Ouvido (Externo, Médio, Interno, Audição e Eq","Típico-Com Cat","1466","Com Cat Registrada"
"2004","Ouvido (Externo, Médio, Interno, Audição e Eq","Trajeto-Com Cat","49","Com Cat Registrada"
"2004","Ouvido (Externo, Médio, Interno, Audição e Eq","Doença do Trabalho-Com Cat","3437","Com Cat Registrada"
"2004","Olho (Inclusive Nervo Ótico e Visão)","Típico-Com Cat","15680","Com Cat Registrada"
"2004","Olho (Inclusive Nervo Ótico e Visão)","Trajeto-Com Cat","338","Com Cat Registrada"
"2004","Olho (Inclusive Nervo Ótico e Visão)","Doença do Trabalho-Com Cat","91","Com Cat Registrada"
"2004","Nariz (Inclusive Fossas Nasais, Seios da Face","Típico-Com Cat","1283","Com Cat Registrada"
"2004","Nariz (Inclusive Fossas Nasais, Seios da Face","Trajeto-Com Cat","235","Com Cat Registrada"
"2004","Nariz (Inclusive Fossas Nasais, Seios da Face","Doença do Trabalho-Com Cat","25","Com Cat Registrada"
"2004","Boca (Inclusive Lábios, Dentes, Língua, Garga","Típico-Com Cat","1558","Com Cat Registrada"
"2004","Boca (Inclusive Lábios, Dentes, Língua, Garga","Trajeto-Com Cat","253","Com Cat Registrada"
"2004","Boca (Inclusive Lábios, Dentes, Língua, Garga","Doença do Trabalho-Com Cat","304","Com Cat Registrada"
"2004","Mandíbula (Inclusive Queixo)","Típico-Com Cat","524","Com Cat Registrada"
"2004","Mandíbula (Inclusive Queixo)","Trajeto-Com Cat","159","Com Cat Registrada"
"2004","Mandíbula (Inclusive Queixo)","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2004","Face, Partes Múltiplas","Típico-Com Cat","5328","Com Cat Registrada"
"2004","Face, Partes Múltiplas","Trajeto-Com Cat","1150","Com Cat Registrada"
"2004","Face, Partes Múltiplas","Doença do Trabalho-Com Cat","50","Com Cat Registrada"
"2004","Cabeça, Partes Múltiplas","Típico-Com Cat","4297","Com Cat Registrada"
"2004","Cabeça, Partes Múltiplas","Trajeto-Com Cat","1960","Com Cat Registrada"
"2004","Cabeça, Partes Múltiplas","Doença do Trabalho-Com Cat","93","Com Cat Registrada"
"2004","Cabeça, não Informado","Típico-Com Cat","8932","Com Cat Registrada"
"2004","Cabeça, não Informado","Trajeto-Com Cat","1919","Com Cat Registrada"
"2004","Cabeça, não Informado","Doença do Trabalho-Com Cat","219","Com Cat Registrada"
"2004","Braço (Entre O Punho e O Ombro)","Típico-Com Cat","13079","Com Cat Registrada"
"2004","Braço (Entre O Punho e O Ombro)","Trajeto-Com Cat","3108","Com Cat Registrada"
"2004","Braço (Entre O Punho e O Ombro)","Doença do Trabalho-Com Cat","3505","Com Cat Registrada"
"2004","Braço (Acima do Cotovelo)","Típico-Com Cat","4766","Com Cat Registrada"
